Game,PlayerID,Health,ActionType,ActionString,HeuristicValue
0,0,49,TOVPlayerAttack,Default Attack against 645,13.045
0,0,47,TOVPlayerAttack,Default Attack against 646,13.05
0,0,47,TOVPlayerAttack,Default Attack against 646,13.129999999999999
0,1,22,TOVPlayerAttack,Default Attack against 645,13.46
0,2,24,TOVPlayerMove,Moved from tile [9, 7] in direction [-1, 0].,12.15
0,0,47,TOVPlayerMove,Moved from tile [9, 7] in direction [-1, 0].,13.46
0,1,22,TOVPlayerMove,Moved from tile [8, 7] in direction [-1, 0].,13.46
0,2,24,TOVPlayerMove,Moved from tile [8, 7] in direction [0, -1].,12.15
0,0,47,TOVPlayerMove,Moved from tile [8, 7] in direction [0, -1].,13.46
0,1,22,TOVPlayerMove,Moved from tile [8, 6] in direction [0, -1].,13.46
0,2,24,TOVPlayerMove,Moved from tile [8, 6] in direction [-1, 0].,12.15
0,0,47,TOVPlayerMove,Moved from tile [8, 6] in direction [1, 0].,13.46
0,1,22,TOVPlayerMove,Moved from tile [7, 6] in direction [1, 0].,13.46
0,2,24,TOVPlayerMove,Moved from tile [9, 6] in direction [0, -1].,12.15
0,0,47,TOVPlayerMove,Moved from tile [9, 6] in direction [-1, 0].,13.46
0,1,22,TOVPlayerMove,Moved from tile [7, 5] in direction [-1, 0].,13.46
0,2,24,TOVPlayerMove,Moved from tile [7, 4] in direction [0, -1].,12.15
0,0,45,TOVPlayerAttack,Default Attack against 557,13.46
0,1,22,TOVPlayerAttack,Default Attack against 558,13.46
0,1,22,TOVPlayerAttack,Default Attack against 558,13.54
0,2,24,TOVPlayerAttack,Default Attack against 557,12.23
0,0,36,TOVPlayerAttack,Default Attack against 556,13.465
0,1,22,TOVPlayerAttack,Default Attack against 556,13.79
0,0,36,TOVPlayerMove,Moved from tile [6, 4] in direction [-1, 0].,13.795
0,2,24,TOVPlayerAttack,Default Attack against 553,12.485
0,1,22,TOVPlayerAttack,Default Attack against 551,13.79
0,2,24,TOVPlayerAttack,Default Attack against 552,12.815
0,0,64,TOVPlayerMove,Moved from tile [6, 4] in direction [0, -1].,14.125
0,1,61,TOVPlayerMove,Moved from tile [6, 4] in direction [0, 1].,14.12
0,2,62,TOVPlayerMove,Moved from tile [6, 3] in direction [-1, 0].,12.815
0,2,62,TOVPlayerMove,Moved from tile [5, 3] in direction [-1, 0].,12.815
0,0,60,TOVPlayerAttack,Default Attack against 525,14.125
0,1,61,TOVPlayerAttack,Default Attack against 524,14.12
0,2,62,TOVPlayerAttack,Default Attack against 526,13.145
0,0,54,TOVPlayerMove,Moved from tile [5, 2] in direction [0, -1].,14.455
0,2,62,TOVPlayerAttack,Default Attack against 491,13.145
0,1,61,TOVPlayerAttack,Default Attack against 491,14.45
0,1,61,TOVPlayerUseCard,Played the card: null,14.45
0,0,46,TOVPlayerUseCard,Played the card: null,14.46
0,1,54,TOVPlayerAttack,Default Attack against 490,14.485
0,1,47,TOVPlayerUseCard,Played the card: null,14.52
0,0,41,TOVPlayerAttack,Default Attack against 492,14.465
0,1,47,TOVPlayerAttack,Default Attack against 492,14.525
0,2,51,TOVPlayerAttack,Default Attack against 490,13.475
0,0,34,TOVPlayerMove,Moved from tile [5, 2] in direction [0, 1].,14.795
0,1,47,TOVPlayerMove,Moved from tile [5, 2] in direction [1, 0].,14.855
0,2,75,TOVPlayerMove,Moved from tile [5, 3] in direction [0, -1].,13.475
0,0,67,TOVPlayerMove,Moved from tile [6, 2] in direction [1, 0].,14.795
0,0,67,TOVPlayerMove,Moved from tile [7, 2] in direction [1, 0].,14.795
0,1,51,TOVPlayerAttack,Default Attack against 497,14.965
0,2,75,TOVPlayerAttack,Default Attack against 498,13.475
0,0,67,TOVPlayerAttack,Default Attack against 496,14.875
0,1,51,TOVPlayerAttack,Default Attack against 496,15.295
0,2,75,TOVPlayerMove,Moved from tile [7, 2] in direction [0, 1].,13.73
0,0,67,TOVPlayerMove,Moved from tile [7, 2] in direction [0, -1].,15.205
0,1,51,TOVPlayerMove,Moved from tile [7, 3] in direction [1, 0].,15.295
0,2,75,TOVPlayerMove,Moved from tile [7, 1] in direction [0, -1].,13.73
0,0,67,TOVPlayerMove,Moved from tile [8, 2] in direction [-1, 0].,15.205
0,1,51,TOVPlayerMove,Moved from tile [7, 2] in direction [0, -1].,15.295
0,2,75,TOVPlayerMove,Moved from tile [6, 1] in direction [0, 1].,13.73
0,0,67,TOVPlayerMove,Moved from tile [8, 1] in direction [-1, 0].,15.205
