Game,PlayerID,Health,ActionType,ActionString,HeuristicValue
0,2,94,TOVPlayerMove,Moved from tile [3, 4] in direction [0, 1].,17.434
0,1,91,TOVPlayerMove,Moved from tile [4, 5] in direction [0, 1].,19.353
0,0,91,TOVPlayerMove,Moved from tile [4, 5] in direction [-1, 0].,17.924
0,2,94,TOVPlayerMove,Moved from tile [3, 5] in direction [0, 1].,17.445
0,0,91,TOVPlayerMove,Moved from tile [2, 5] in direction [-1, 0].,17.944
0,1,87,TOVPlayerAttack,Default Attack against 119,19.393
0,1,87,TOVPlayerAttack,Default Attack against 118,19.402
0,0,84,TOVPlayerAttack,Default Attack against 118,17.953
0,1,80,TOVPlayerAttack,Default Attack against 119,19.521
0,0,84,TOVPlayerAttack,Default Attack against 119,18.951999999999998
0,0,84,TOVPlayerMove,Moved from tile [1, 5] in direction [-1, 0].,18.961
0,2,90,TOVPlayerAttack,Default Attack against 115,18.453
0,1,80,TOVPlayerAttack,Default Attack against 113,20.604
0,1,80,TOVPlayerAttack,Default Attack against 115,20.688
0,0,70,TOVPlayerAttack,Default Attack against 115,18.97
0,1,80,TOVPlayerAttack,Default Attack against 114,20.688
0,2,86,TOVPlayerAttack,Default Attack against 113,18.462
0,1,80,TOVPlayerAttack,Default Attack against 114,21.721999999999998
0,0,70,TOVPlayerMove,Moved from tile [1, 5] in direction [-1, 0].,19.929
0,2,86,TOVPlayerMove,Moved from tile [1, 5] in direction [1, 0].,19.496
0,1,80,TOVPlayerMove,Moved from tile [0, 5] in direction [0, 1].,21.711000000000002
0,0,70,TOVPlayerMove,Moved from tile [2, 5] in direction [1, 0].,19.94
0,2,86,TOVPlayerMove,Moved from tile [1, 6] in direction [1, 0].,19.487000000000002
0,1,80,TOVPlayerMove,Moved from tile [1, 5] in direction [1, 0].,21.721999999999998
0,0,70,TOVPlayerMove,Moved from tile [3, 5] in direction [1, 0].,19.951
0,2,86,TOVPlayerMove,Moved from tile [2, 6] in direction [0, -1].,19.498
0,1,80,TOVPlayerMove,Moved from tile [2, 5] in direction [-1, 0].,21.733
0,0,70,TOVPlayerMove,Moved from tile [3, 4] in direction [0, -1].,19.94
0,2,86,TOVPlayerMove,Moved from tile [1, 6] in direction [0, 1].,19.487000000000002
0,1,80,TOVPlayerMove,Moved from tile [2, 4] in direction [0, -1].,21.721999999999998
0,0,70,TOVPlayerMove,Moved from tile [3, 5] in direction [-1, 0].,19.951
